"","Run","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","Bytes","Center.Name","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","Experiment","genome_build","GEO_Accession..exp.","Instrument","library_strategy","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","Sample.Name","source_name","SRA.Study","sex","Biomaterial_provider"
"62","SRR8370704","OTHER",294,242631098,"PRJNA511892","SAMN10645327",124550380,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180767","mm10","GSM3531213","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531213","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"64","SRR8370706","OTHER",294,328773223,"PRJNA511892","SAMN10645124",168937159,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180769","mm10","GSM3531215","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531215","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"65","SRR8370707","OTHER",296,531367025,"PRJNA511892","SAMN10645123",274238811,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180834","mm10","GSM3531216","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531216","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"66","SRR8370708","OTHER",293,256280413,"PRJNA511892","SAMN10645122",132336973,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180835","mm10","GSM3531217","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531217","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"67","SRR8370709","OTHER",294,498994746,"PRJNA511892","SAMN10645121",257782760,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180836","mm10","GSM3531218","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531218","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"69","SRR8370711","OTHER",292,429420681,"PRJNA511892","SAMN10645175",222430831,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180838","mm10","GSM3531220","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531220","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"72","SRR8370714","OTHER",280,249347338,"PRJNA511892","SAMN10645172",129834072,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180841","mm10","GSM3531223","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531223","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"73","SRR8370715","OTHER",287,200850171,"PRJNA511892","SAMN10645171",104431749,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180906","mm10","GSM3531224","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531224","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"75","SRR8370717","OTHER",293,519475953,"PRJNA511892","SAMN10645169",267017296,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180908","mm10","GSM3531226","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531226","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"76","SRR8370718","OTHER",280,260600540,"PRJNA511892","SAMN10645168",134520355,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180909","mm10","GSM3531227","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531227","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"78","SRR8370720","OTHER",287,229993119,"PRJNA511892","SAMN10645166",118627114,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180911","mm10","GSM3531229","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531229","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"79","SRR8370721","OTHER",292,394436448,"PRJNA511892","SAMN10645165",203603027,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180912","mm10","GSM3531230","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531230","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"81","SRR8370723","OTHER",292,512102235,"PRJNA511892","SAMN10645163",264556930,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180978","mm10","GSM3531232","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531232","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"82","SRR8370724","OTHER",292,554815489,"PRJNA511892","SAMN10645162",286338868,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180979","mm10","GSM3531233","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531233","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"83","SRR8370725","OTHER",293,439756137,"PRJNA511892","SAMN10645161",228859091,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180980","mm10","GSM3531234","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531234","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"85","SRR8370727","OTHER",290,256107479,"PRJNA511892","SAMN10645159",133660820,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180982","mm10","GSM3531236","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531236","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"88","SRR8370730","OTHER",289,166033371,"PRJNA511892","SAMN10645156",85680721,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180985","mm10","GSM3531239","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531239","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"89","SRR8370731","OTHER",293,252229597,"PRJNA511892","SAMN10645155",130209883,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181050","mm10","GSM3531240","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531240","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"90","SRR8370732","OTHER",294,499766064,"PRJNA511892","SAMN10645154",259205362,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181051","mm10","GSM3531241","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531241","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"91","SRR8370733","OTHER",292,515980514,"PRJNA511892","SAMN10645153",267723110,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181052","mm10","GSM3531242","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531242","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"94","SRR8370736","OTHER",294,891969943,"PRJNA511892","SAMN10645218",457710483,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181055","mm10","GSM3531245","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531245","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"96","SRR8370738","OTHER",291,198707328,"PRJNA511892","SAMN10645216",103142997,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181057","mm10","GSM3531247","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531247","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"99","SRR8370741","OTHER",291,197453491,"PRJNA511892","SAMN10645215",102402775,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181122","mm10","GSM3531250","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531250","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"100","SRR8370742","OTHER",294,819990395,"PRJNA511892","SAMN10645214",420715406,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181123","mm10","GSM3531251","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531251","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"101","SRR8370743","OTHER",280,526785751,"PRJNA511892","SAMN10645213",271208976,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181124","mm10","GSM3531252","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531252","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"102","SRR8370744","OTHER",288,441384417,"PRJNA511892","SAMN10645212",227138993,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181125","mm10","GSM3531253","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531253","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"104","SRR8370746","OTHER",288,837026464,"PRJNA511892","SAMN10645210",429574977,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181127","mm10","GSM3531255","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531255","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"105","SRR8370747","OTHER",289,579111360,"PRJNA511892","SAMN10645248",297000650,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181184","mm10","GSM3531256","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531256","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"107","SRR8370749","OTHER",289,271039320,"PRJNA511892","SAMN10645246",139704489,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181186","mm10","GSM3531258","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531258","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"108","SRR8370750","OTHER",284,377235479,"PRJNA511892","SAMN10645245",194273607,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181187","mm10","GSM3531259","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531259","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"109","SRR8370751","OTHER",285,252253015,"PRJNA511892","SAMN10645244",130239950,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181188","mm10","GSM3531260","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531260","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"110","SRR8370752","OTHER",294,366575003,"PRJNA511892","SAMN10645243",189826622,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181189","mm10","GSM3531261","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531261","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"111","SRR8370753","OTHER",291,623872777,"PRJNA511892","SAMN10645242",322713803,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181190","mm10","GSM3531262","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531262","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"112","SRR8370754","OTHER",293,470565526,"PRJNA511892","SAMN10645241",243851767,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181191","mm10","GSM3531263","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531263","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"113","SRR8370755","OTHER",293,243297386,"PRJNA511892","SAMN10645240",125507557,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181248","mm10","GSM3531264","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531264","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"115","SRR8370757","OTHER",293,362628285,"PRJNA511892","SAMN10645238",187399019,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181250","mm10","GSM3531266","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531266","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"116","SRR8370758","OTHER",294,407140942,"PRJNA511892","SAMN10645237",210235321,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181251","mm10","GSM3531267","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531267","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"117","SRR8370759","OTHER",294,358663478,"PRJNA511892","SAMN10645236",184317741,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181252","mm10","GSM3531268","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531268","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"118","SRR8370760","OTHER",285,313599536,"PRJNA511892","SAMN10645235",161485697,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181253","mm10","GSM3531269","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531269","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"119","SRR8370761","OTHER",294,612721870,"PRJNA511892","SAMN10645234",315312862,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181254","mm10","GSM3531270","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531270","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"120","SRR8370762","OTHER",290,241894950,"PRJNA511892","SAMN10645269",124786824,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181255","mm10","GSM3531271","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531271","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"121","SRR8370763","OTHER",294,658705084,"PRJNA511892","SAMN10645268",352314897,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181312","mm10","GSM3531272","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531272","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"122","SRR8370764","OTHER",290,642858251,"PRJNA511892","SAMN10645267",343741285,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181313","mm10","GSM3531273","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531273","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"125","SRR8370767","OTHER",295,410462682,"PRJNA511892","SAMN10645065",210725919,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181316","mm10","GSM3531276","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531276","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"126","SRR8370768","OTHER",288,338199119,"PRJNA511892","SAMN10645064",173818124,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181317","mm10","GSM3531277","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531277","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"127","SRR8370769","OTHER",294,504914896,"PRJNA511892","SAMN10645063",258746659,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181318","mm10","GSM3531278","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531278","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"128","SRR8370770","OTHER",293,411482145,"PRJNA511892","SAMN10645062",211223337,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181319","mm10","GSM3531279","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531279","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"130","SRR8370772","OTHER",289,414054958,"PRJNA511892","SAMN10645060",213619614,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180771","mm10","GSM3531281","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531281","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"131","SRR8370773","OTHER",294,498893251,"PRJNA511892","SAMN10645059",257808286,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180772","mm10","GSM3531282","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531282","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"135","SRR8370777","OTHER",292,253692148,"PRJNA511892","SAMN10645117",131896620,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180776","mm10","GSM3531286","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531286","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"136","SRR8370778","OTHER",293,207050570,"PRJNA511892","SAMN10645116",108593562,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180777","mm10","GSM3531287","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531287","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"137","SRR8370779","OTHER",278,385678759,"PRJNA511892","SAMN10645115",199531371,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180842","mm10","GSM3531288","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531288","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"138","SRR8370780","OTHER",224,72364713,"PRJNA511892","SAMN10645114",37806543,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180843","mm10","GSM3531289","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531289","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"139","SRR8370781","OTHER",247,238719864,"PRJNA511892","SAMN10645113",123188590,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180844","mm10","GSM3531290","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531290","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"142","SRR8370784","OTHER",282,254544841,"PRJNA511892","SAMN10645110",131111129,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180847","mm10","GSM3531293","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531293","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"144","SRR8370786","OTHER",288,209226135,"PRJNA511892","SAMN10645108",107604739,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180849","mm10","GSM3531295","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531295","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"145","SRR8370787","OTHER",286,171499158,"PRJNA511892","SAMN10645107",88622300,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180914","mm10","GSM3531296","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531296","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"146","SRR8370788","OTHER",275,140641509,"PRJNA511892","SAMN10645106",72701561,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180915","mm10","GSM3531297","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531297","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"147","SRR8370789","OTHER",294,462227599,"PRJNA511892","SAMN10645105",241104193,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180916","mm10","GSM3531298","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531298","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"148","SRR8370790","OTHER",287,111721191,"PRJNA511892","SAMN10645104",58264525,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180917","mm10","GSM3531299","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531299","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"150","SRR8370792","OTHER",294,401518625,"PRJNA511892","SAMN10645102",207664204,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180919","mm10","GSM3531301","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531301","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"151","SRR8370793","OTHER",291,248854558,"PRJNA511892","SAMN10645101",129703585,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180920","mm10","GSM3531302","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531302","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"152","SRR8370794","OTHER",295,404445510,"PRJNA511892","SAMN10645100",208369566,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180921","mm10","GSM3531303","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531303","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"153","SRR8370795","OTHER",294,501466651,"PRJNA511892","SAMN10645099",260568635,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180986","mm10","GSM3531304","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531304","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"155","SRR8370797","OTHER",292,498866222,"PRJNA511892","SAMN10645089",256361363,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180988","mm10","GSM3531306","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531306","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"156","SRR8370798","OTHER",294,182958656,"PRJNA511892","SAMN10645088",95047675,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180989","mm10","GSM3531307","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531307","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
