"","Run","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","Bytes","Center.Name","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","Experiment","genome_build","GEO_Accession..exp.","Instrument","library_strategy","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","Sample.Name","source_name","SRA.Study","sex","Biomaterial_provider"
"380","SRR8371022","OTHER",292,617374933,"PRJNA511892","SAMN10645649",317248967,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181085","mm10","GSM3531531","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531531","NMuMG","SRP174501","male",""
"381","SRR8371023","OTHER",294,1287532190,"PRJNA511892","SAMN10645648",661969727,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181086","mm10","GSM3531532","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531532","NMuMG","SRP174501","male",""
"382","SRR8371024","OTHER",295,436860642,"PRJNA511892","SAMN10645647",226041908,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181087","mm10","GSM3531533","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531533","NMuMG","SRP174501","male",""
"383","SRR8371025","OTHER",293,263164427,"PRJNA511892","SAMN10645699",136365785,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181088","mm10","GSM3531534","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531534","NMuMG","SRP174501","male",""
"385","SRR8371027","OTHER",296,963512924,"PRJNA511892","SAMN10645698",497388808,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181152","mm10","GSM3531536","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531536","NMuMG","SRP174501","male",""
"386","SRR8371028","OTHER",296,183442717,"PRJNA511892","SAMN10645697",93957555,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181153","mm10","GSM3531537","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531537","NMuMG","SRP174501","male",""
"387","SRR8371029","OTHER",296,822837243,"PRJNA511892","SAMN10645696",423403582,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181154","mm10","GSM3531538","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531538","NMuMG","SRP174501","male",""
"388","SRR8371030","OTHER",294,299642029,"PRJNA511892","SAMN10645695",154309190,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181155","mm10","GSM3531539","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531539","NMuMG","SRP174501","male",""
"389","SRR8371031","OTHER",294,429097389,"PRJNA511892","SAMN10645694",221008476,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181156","mm10","GSM3531540","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531540","NMuMG","SRP174501","male",""
"392","SRR8371034","OTHER",286,136993022,"PRJNA511892","SAMN10645688",71187975,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181159","mm10","GSM3531543","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531543","NMuMG","SRP174501","male",""
"449","SRR8371091","OTHER",292,342756978,"PRJNA511892","SAMN10645693",177086924,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181216","mm10","GSM3531544","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531544","NMuMG","SRP174501","male",""
"450","SRR8371092","OTHER",292,870773236,"PRJNA511892","SAMN10645692",450915258,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181217","mm10","GSM3531545","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531545","NMuMG","SRP174501","male",""
"451","SRR8371093","OTHER",296,470776555,"PRJNA511892","SAMN10645691",243807541,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181218","mm10","GSM3531546","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531546","NMuMG","SRP174501","male",""
"452","SRR8371094","OTHER",293,416550457,"PRJNA511892","SAMN10645687",215539568,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181219","mm10","GSM3531547","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531547","NMuMG","SRP174501","male",""
"453","SRR8371095","OTHER",284,707597918,"PRJNA511892","SAMN10645686",361701526,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181220","mm10","GSM3531548","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531548","NMuMG","SRP174501","male",""
"455","SRR8371097","OTHER",290,593795669,"PRJNA511892","SAMN10645684",302843484,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181222","mm10","GSM3531550","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531550","NMuMG","SRP174501","male",""
"457","SRR8371099","OTHER",287,441433389,"PRJNA511892","SAMN10645682",226332294,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181280","mm10","GSM3531552","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531552","NMuMG","SRP174501","male",""
"458","SRR8371100","OTHER",291,477049234,"PRJNA511892","SAMN10645681",245085789,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181281","mm10","GSM3531553","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531553","NMuMG","SRP174501","male",""
"459","SRR8371101","OTHER",295,663694370,"PRJNA511892","SAMN10645680",341400299,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181282","mm10","GSM3531554","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531554","NMuMG","SRP174501","male",""
"460","SRR8371102","OTHER",295,955900341,"PRJNA511892","SAMN10645679",491767699,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181283","mm10","GSM3531555","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531555","NMuMG","SRP174501","male",""
"462","SRR8371104","OTHER",292,401985182,"PRJNA511892","SAMN10645677",207672316,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181285","mm10","GSM3531557","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531557","NMuMG","SRP174501","male",""
"463","SRR8371105","OTHER",292,382682765,"PRJNA511892","SAMN10645676",196444218,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181286","mm10","GSM3531558","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531558","NMuMG","SRP174501","male",""
"464","SRR8371106","OTHER",291,394988949,"PRJNA511892","SAMN10645675",203028861,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181287","mm10","GSM3531559","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531559","NMuMG","SRP174501","male",""
"466","SRR8371108","OTHER",294,467863706,"PRJNA511892","SAMN10645673",240741472,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181345","mm10","GSM3531561","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531561","NMuMG","SRP174501","male",""
"467","SRR8371109","OTHER",293,250853561,"PRJNA511892","SAMN10645672",135352931,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181346","mm10","GSM3531562","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531562","NMuMG","SRP174501","male",""
"468","SRR8371110","OTHER",294,763618673,"PRJNA511892","SAMN10645671",398016995,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181347","mm10","GSM3531563","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531563","NMuMG","SRP174501","male",""
"470","SRR8371112","OTHER",296,1232214677,"PRJNA511892","SAMN10645669",633616315,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181349","mm10","GSM3531565","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531565","NMuMG","SRP174501","male",""
"471","SRR8371113","OTHER",285,118161579,"PRJNA511892","SAMN10645725",61021952,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181350","mm10","GSM3531566","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531566","NMuMG","SRP174501","male",""
"473","SRR8371115","OTHER",288,545285108,"PRJNA511892","SAMN10645723",282894403,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180802","mm10","GSM3531568","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531568","NMuMG","SRP174501","male",""
"474","SRR8371116","OTHER",272,242353245,"PRJNA511892","SAMN10645722",125991916,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180803","mm10","GSM3531569","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531569","NMuMG","SRP174501","male",""
"476","SRR8371118","OTHER",291,1019658801,"PRJNA511892","SAMN10645720",528172679,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180805","mm10","GSM3531571","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531571","NMuMG","SRP174501","male",""
"481","SRR8371123","OTHER",220,261875249,"PRJNA511892","SAMN10645715",135962283,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180874","mm10","GSM3531576","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531576","NMuMG","SRP174501","male",""
"482","SRR8371124","OTHER",294,984617020,"PRJNA511892","SAMN10645714",507273401,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180875","mm10","GSM3531577","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531577","NMuMG","SRP174501","male",""
